Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Israel,ISR,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.83283293,40.02343776,39.52233023,39.28807999,38.80082755,40.7587486,42.94936495,45.81145787,41.37132289,40.07789123,39.39408802,38.36374052,37.00922543,37.58843301,38.13143787,36.70273142,36.21933158,36.36234848,36.19099345,34.88613318,34.38886115,34.41875379,35.53822743,35.73898551,35.10089522,41.63622531,38.37004693,
Italy,ITA,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,26.62006992,26.58107233,31.03017816,30.00985512,30.16161185,33.88777016,35.73074802,38.57083279,,,,,,46.14674482,46.99083897,42.42000327,43.31060582,43.24296824,44.0799293,47.07960369,48.12942628,45.87712651,48.18368596,47.42374478,45.09449426,41.21021084,41.0038042,39.47981531,40.00669255,39.47220789,39.62419835,38.83650906,39.14141558,39.76011131,39.20958599,40.60134601,44.03020461,42.75211363,41.88989055,43.61296554,43.71064528,43.6451122,43.61729055,43.27194904,42.9082166,42.54667179,42.28411957,50.42480923,47.95822085,
Jamaica,JAM,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.44500187,24.25469548,22.64285617,21.38459527,20.10699711,18.69210592,19.0987612,19.22652121,23.40071792,24.24797743,26.38555254,26.85046563,24.74383103,26.8760882,29.98169757,31.81721364,30.25433599,27.45346292,28.62361067,28.55338145,31.09442721,36.33136377,28.90174567,28.20107591,27.5103722,25.01598585,25.68046185,25.78646954,26.20144034,26.66160077,26.55779472,25.78993782,29.82962049,,
Japan,JPN,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,10.77544585,10.90160957,12.20910552,12.79951524,13.43351935,14.05534495,15.03056887,15.72604653,16.1963699,16.38834459,16.34749647,16.33326608,15.79910881,15.42441978,15.11240187,14.73505986,14.31920611,14.75148493,13.84623422,,,,15.02718352,15.02549301,14.94907873,14.43103005,20.1145616,17.31089009,17.10955764,16.23339921,16.10706021,15.72937768,15.07375601,15.05184073,14.84533332,14.00379431,15.2644121,18.21170069,17.22174681,18.59567887,18.11170475,18.14065091,17.57416477,16.97383224,16.711263,16.1953847,16.07131918,16.42389787,23.59319477,21.61622914,
Jordan,JOR,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.68961646,28.95672752,24.6856304,25.89563382,24.92805178,26.13994528,28.8079241,28.41998715,28.51670291,26.7706765,27.11920916,26.98791584,28.33676774,29.4660174,32.13783386,35.64802366,32.75362047,33.88424983,30.46801263,29.21381903,26.24033085,28.84771449,28.87464124,26.23999993,27.48775927,25.71469824,25.85784018,25.55887443,26.29207354,26.24837801,28.16522187,,
Kazakhstan,KAZ,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.74242177,16.64720915,14.18230586,13.72158312,13.56821609,12.69109798,13.88722184,14.07074278,,,,,,16.46783199,15.20707592,15.79604355,14.60898154,15.30891499,15.48714271,16.3309403,19.02613921,14.70504331,16.06421255,16.83286427,17.11651935,
Kenya,KEN,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.53749523,20.71507115,22.19097977,25.12850909,23.63517816,18.79831984,19.99414618,20.70629593,
Kiribati,KIR,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.30342393,67.85681646,65.80936879,62.20933752,66.06991333,71.01347904,76.14534374,73.33543182,86.80087863,94.51837571,105.4216109,
"Korea, Dem. People's Rep.",PRK,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,15.48843639,11.30751,12.35926629,13.83777837,14.56525344,13.62309962,13.59995229,14.65019458,15.01066077,14.8802693,15.91471653,14.16713548,13.69998969,13.89202505,13.24260238,12.65676126,12.21962167,13.10902535,13.25962498,13.1804087,13.41928826,13.11879861,13.18788467,13.05067773,13.2500521,13.05106367,15.2745201,14.84593755,15.39092058,16.33076387,15.4395316,17.30112639,17.16883673,17.81946755,18.55190152,18.02111723,18.31723147,19.30228795,17.62712549,18.13577497,24.63344155,24.03260993,23.61889445,23.48942943,23.50454887,23.96287327,24.9180358,27.51245135,29.72592853,30.49121438,
Kosovo,XKX,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,KWT,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,20.69672131,22.94121314,19.40729136,,,24.41191656,24.50578055,16.33088735,18.86061184,24.27782003,30.82594308,35.52266422,31.78422886,33.45767558,38.61374985,30.57755548,39.54479387,34.74779054,48.04793488,210.2051316,92.25092093,55.15676929,52.1680238,46.41417814,41.7749308,38.17871767,46.50603933,,,43.5046729,41.41501294,37.78597062,35.27490909,28.51245274,34.55436977,,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.99766555,27.24194835,27.03509659,26.04976986,25.48525288,23.21229996,25.7763,23.4050916,
Lao PDR,LAO,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,LVA,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.00843315,44.31969584,45.90098924,47.87709552,50.41106622,45.98305368,42.07694881,41.57313468,39.58670473,39.53530767,39.50471273,38.58134861,35.95569893,42.02063848,52.41925691,55.3151153,48.86034055,44.35409033,43.90187763,44.68701095,43.57140396,42.65353597,42.89475218,42.61622101,44.03161842,49.53606667,52.33370651,
Lebanon,LBN,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.1786684,28.05552378,30.51076095,29.00928327,28.35203658,30.47226588,26.84613985,26.84398168,31.71239029,31.57110631,30.5491606,28.78526213,25.84334288,26.39701348,26.79920553,26.691993,25.94687998,22.89755118,25.8470049,25.98358926,29.34619677,29.18755763,14.94487076,6.295711084,
Lesotho,LSO,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.98361758,37.02982655,34.54818385,,29.38152794,29.98980962,28.35209366,32.83930038,32.46973124,29.95020688,32.79344583,39.52418541,34.58916302,33.80813306,33.57051304,34.52296466,33.93099409,32.21168876,33.43342673,36.42901682,41.45982461,46.4898543,52.17963967,42.54116881,40.79616693,40.05458111,42.70843951,38.32192182,38.24404068,40.25894635,39.7249208,39.24968418,39.72381225,42.99296461,39.13316567,42.36068348
Liberia,LBR,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,LBY,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,LIE,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,LTU,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.66334954,34.0140904,49.03708999,40.48382246,37.6863605,37.1731723,34.34163217,32.77412402,31.56197755,31.81061083,31.06501392,30.97142507,31.34540124,34.46912096,41.80914499,39.53189348,39.51969412,33.88257639,33.06732243,32.66026196,32.76465471,32.63000008,31.06736382,32.06851703,32.68494598,39.23660801,35.20157466,
Luxembourg,LUX,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,23.00755154,22.0263553,21.58944133,29.75199708,30.27725539,33.01872845,31.85945418,32.76484559,33.32717523,35.11411991,35.69989686,35.52849764,33.52964906,32.03277457,30.76592235,32.02756805,30.85061086,28.07410349,30.17893715,30.22773985,32.8622508,32.32862625,32.48628897,37.63155748,37.72746711,37.52738021,37.14026979,35.71485338,34.11710514,35.24916301,36.68120635,38.21977851,38.79923675,38.17553035,35.71784909,33.98887936,34.62851965,38.67203244,37.58777946,37.75831971,38.61740337,38.55152459,37.7373163,37.21511925,36.83489175,37.75853386,38.79430711,39.49350816,42.82327299,39.38272431,
"Macao SAR, China",MAC,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.45875748,13.36860993,15.02122128,18.6910247,15.02087102,15.29818211,14.93013821,14.57927824,11.85281679,11.56084792,10.86594854,10.073717,13.68489097,17.05433083,14.70432008,11.99963077,10.90458192,10.47090247,11.36964091,15.37577686,16.30750954,15.18569722,14.57383469,15.83144081,43.10093821,31.41347872,
Madagascar,MDG,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.640411871,10.85645012,9.497907987,10.00179138,9.678774667,9.476849876,7.724367393,8.573463487,8.93506574,8.756530173,9.404196444,9.852742381,9.55868887,9.317264439,10.58911483,9.832364584,10.13287308,11.79775222,10.54321421,
Malawi,MWI,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.68750071,12.69943615,12.52608915,11.87156437,12.99218853,14.06544,12.90820344,12.32915078,13.244472,14.91946941,14.77552778,16.10118504,16.8813064,
Malaysia,MYS,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.68901045,16.99036534,16.81277207,18.58400606,16.51218712,18.74538926,17.67450478,17.62618532,18.88690597,17.68669814,17.71908175,18.11882114,19.56798738,21.67130989,18.23192539,19.73477959,20.979877,20.60212043,19.68354439,18.2910432,16.76382131,15.82581903,15.92205793,17.35745981,18.47158514,17.25207178,
Maldives,MDV,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.59120783,17.1641791,17.97137069,17.38613525,16.7745533,18.6984945,18.02301453,19.75996557,20.41707335,22.28437752,25.52783865,18.50906018,18.37136387,17.41793983,17.75473291,31.18183997,27.81292955,27.4305475,25.66695919,29.19708812,,,,,,,,,,,,,
Mali,MLI,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.518510574,11.01372734,11.68874976,12.93894075,13.66089447,12.83345752,13.33510416,13.04828609,11.98132644,12.89804292,12.78093773,12.24227126,11.98908752,13.25366635,12.95835939,12.27662219,12.31485163,12.50699799,12.37168132,12.8579611,14.50112062,,
Malta,MLT,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,33.68385912,32.11936509,38.88325778,34.99516902,31.43755872,30.85383106,28.64301781,,24.67742992,28.01194346,30.07196718,29.61800404,29.7221801,29.06257385,28.11905667,28.17088922,27.65030212,27.46718918,64.53344056,66.25845702,67.59946311,69.97141837,70.52677519,94.14453987,98.10556934,93.07812232,90.59589856,88.88257828,88.03997342,92.76144433,91.35067481,98.48441785,94.86262799,93.80528975,93.82417461,92.42834283,41.87915463,41.09725156,39.87148314,40.97999864,40.36395046,39.61156911,38.42700019,35.99579313,35.35728994,33.51050437,33.77440022,33.06069992,42.44704814,40.64945425,
Marshall Islands,MHL,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.26804646,60.01876317,54.63666389,54.65440285,53.60063951,54.49667867,49.40827086,55.59124151,56.70620103,61.05573875,61.89063811,65.52926413,59.70214713,,
Mauritania,MRT,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,MUS,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,22.2087585,23.88643881,24.68520294,24.82722513,24.31758077,25.64893721,25.94797441,25.83718561,24.21587744,22.89806234,20.44162437,18.77342911,19.73224558,19.43228948,18.96551724,18.69248121,18.99245728,17.54047964,18.78318437,18.8502895,18.78083247,19.81952732,19.4999067,21.6782807,20.09229348,20.03172358,19.97561794,19.65012428,20.13975528,20.16024777,19.56445461,18.30861522,18.03489133,20.95350224,22.01843114,20.40000363,20.35631581,21.58550016,21.82589777,11.39126898,23.06712345,22.22177617,22.57616131,22.84200416,31.68718607,32.93694745,28.16612425
Mexico,MEX,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,10.08849558,10.41968162,11.66666667,12.54545455,13.12910284,12.97998918,12.66581087,13.16818774,10.87279278,12.57150964,21.95552776,21.04003714,18.65838242,20.52960478,24.90471405,27.33049256,23.80013347,19.34170712,16.91857524,13.7726787,13.3620544,10.26839027,10.40483047,11.28437393,11.1115718,11.68031424,10.5415916,11.37507134,12.09649293,,,,,,,,,,,,,,,,,19.86649209,19.86970971,19.79354445,21.70433642,20.95624317,
"Micronesia, Fed. Sts.",FSM,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.21528253,16.65586764,16.77572135,15.68133893,17.44399535,18.19616323,18.10030369,20.65268996,22.1655235,22.16561548,21.50716058,22.4522584,21.41061505,,
Moldova,MDA,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.41325113,33.26970407,29.00040044,28.92526748,22.27904938,,22.21659003,27.25836663,29.31823011,31.86664879,32.40950777,32.77915514,38.04099775,29.14365692,27.35995768,27.85442622,27.12827008,29.3674215,28.33006806,26.67454135,27.2406326,27.78359782,28.27180512,32.72227237,29.95543237,32.27836595
Monaco,MCO,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.670151,14.62551812,14.23358812,11.67247366,13.32540022,16.32787226,18.35728458,18.91244314,22.38914253,22.05128353,21.69714372,24.60041063,,,23.34789376,23.20669249,25.46116801,26.45851259,22.9057962,24.43069014,27.0748266,23.66881959,23.73322366,24.3130843,27.39856197,23.70151198,22.50062913,25.61624657,33.17899354,31.69664868,
Montenegro,MNE,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.48217957,17.33429392,18.20723698,21.09257496,20.40346853,22.43408904,,21.17483892,19.05292379,19.67084666,,,22.07712648,20.80953197,21.36841756,25.45965632,22.94423883,23.3310351,24.4132143,23.98640261,25.0281448,27.06399923,27.36872042,25.69871615,25.41703363,23.06060834,22.76858739,22.67927123,22.85750692,23.38767789,27.21021231,25.66776357,28.21641379
Mozambique,MOZ,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.62017633,21.29486473,22.24357139,,,,18.51987428,17.62567494,19.64948694,20.04325012,22.90490986,23.30441762,
Myanmar,MMR,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.057609629,3.64395424,2.806068064,,,,,,,10.55042771,14.0348673,16.48006637,17.02480431,15.34754127,16.91988894,6.381161004,13.77551981,,,
Namibia,NAM,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.12821251,29.57659765,,,,,,,29.25255953,28.12139743,28.89654252,27.33958053,28.67609077,25.60284804,25.40736302,23.98290051,22.94774285,25.1624217,27.04362446,28.10211444,34.19763972,31.68809044,35.44843036,37.15192728,38.00106775,35.40332909,36.63068506,33.10124293,38.61886153,38.06823977,37.98042134,
Nauru,NRU,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.75358882,95.15897022,88.78975222,90.57339632,78.44185468,89.53301391,103.5962928,,
Nepal,NPL,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.59633833,,,,,,15.63520088,13.93790824,13.83933585,12.69043542,13.58299152,13.98979845,14.22711074,16.85380845,20.1657917,21.70186528,20.16478293,19.44188219,
Netherlands,NLD,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,34.92824005,35.84935781,40.75276678,40.98830259,42.35017886,43.37544745,44.71683833,45.54909994,46.78950191,49.46149722,50.23323339,49.27251707,48.57107388,48.75955704,50.0062335,47.89555464,46.22546188,45.39242636,45.73057904,46.20924405,46.48484911,45.49777198,48.05687808,41.46216902,40.61255236,38.9835022,37.77341766,36.67354709,37.20462106,37.38558518,38.36157641,37.58365043,36.89494866,37.89898485,37.27037809,37.67919555,41.67885641,41.86896792,41.43065599,41.57000518,41.73345062,41.29489547,40.18141819,39.05528018,37.80796753,37.65838444,37.43313798,42.94477295,41.71564703,
New Caledonia,NCL,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,25.91463415,26.06238452,27.66567755,31.41903758,28.50186193,31.38784121,34.16243655,33.84228836,34.95391514,36.22135843,37.26565797,36.58384925,37.16884049,36.14168169,37.47001881,41.08358374,39.18616422,,,,,,,,,,,,,31.55129281,30.72579061,31.21734163,30.43645922,30.98569754,31.38531662,31.31036626,32.63676969,34.13502859,34.23279008,40.08703673,35.03123836,33.09211188,32.36028351,31.543914,30.73796314,29.92285413,29.6985413,30.05161897,36.42472582,33.39959269,35.72747848
Nicaragua,NIC,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.22711701,23.73080172,24.40037929,25.17354296,11.31086935,10.9220556,10.80335045,11.29519676,11.44817818,12.6829708,12.69323482,14.41520645,12.20112281,13.15269262,12.92366792,13.7175631,15.07800485,14.69439365,15.20748063,15.49732808,14.99322559,14.97510162,15.2289368,15.09068971,15.42778079,15.92432869,16.39378383,16.52222793,16.84723739,16.45177681,16.47879849,17.2548292,16.64950757
Niger,NER,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,9.987930561,8.858596954,9.45014452,9.178740472,10.16452856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,NGA,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Macedonia,MKD,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.89446685,29.56142176,29.29559725,30.55123045,31.33938865,30.08602869,28.9817013,29.3726417,28.24764961,28.36722137,28.79460702,27.78313767,27.99670471,27.84504889,29.68723503,34.92416093,33.32974472,
Northern Mariana Islands,MNP,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,NOR,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,28.32671692,28.2194754,28.27056969,29.00104161,31.24633513,31.76523297,33.36053172,33.52993864,32.64305845,32.62157786,33.21115439,33.09544831,32.00068709,31.45170181,33.88089608,34.86739101,36.22553773,36.74792136,38.09479357,38.62549314,39.73149443,39.01316459,38.35832473,37.95624303,35.98682813,34.39982827,35.89319428,35.0568473,31.96188272,32.60237389,37.54619936,37.28747395,35.25506914,33.14425321,32.08595015,32.00251337,30.67443133,35.41258149,34.72510998,34.14178792,33.7289756,34.19331561,35.60631746,38.15121991,39.73857803,38.69464774,37.12945408,38.56208769,45.39095643,36.56570838,
Oman,OMN,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,PAK,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.75289831,19.22801137,18.99421416,12.77610001,,,,,,,,,,,,,,,,,,,,,,
Palau,PLW,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.97158014,51.27910579,50.5834702,53.11773943,54.4786669,49.67628978,46.74165783,40.02120891,41.39740833,42.27929377,40.64385183,42.4227038,59.2061837,,
Panama,PAN,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.30071141,14.43319125,14.13332619,14.41806821,13.59659887,15.04963434,19.25980413,17.13862571,
Papua New Guinea,PNG,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.15174566,30.00166408,29.05209567,29.98479587,27.01565919,24.53863787,25.78411115,27.27953557,24.07696448,29.33112073,30.0470326,26.92309764,22.09391275,,,,,,,,,,,,21.75114939,20.22956707,18.38751176,16.58299181,18.30991129,19.14286595,20.89591536,,
Paraguay,PRY,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.27873413,12.36495113,11.48275169,10.8129075,12.5773872,11.83911954,13.08328189,15.7041029,14.36188111,14.00136105,14.82834798,15.42161439,14.46614685,16.13048441,20.35023013,18.4727987,16.74006949,
Peru,PER,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,12.65359002,13.16152593,11.74668169,13.60593714,14.23090609,13.2224562,15.66747791,13.33270708,18.76340556,17.39143595,16.4373902,18.30501832,17.41944389,17.03383567,16.93624079,15.85218512,13.21294146,12.97759018,19.45710095,14.56901631,17.15501788,15.30934383,15.43026405,17.50180854,17.0499093,16.62541558,16.92433543,17.81813151,18.42128871,18.24398582,17.61343291,17.77083788,17.38337158,18.02013368,17.07767673,18.14340021,17.82363059,18.48358225,17.82233989,17.62788492,17.9177885,18.95835133,20.51142191,20.56758237,19.18802694,20.15027847,19.88925175,20.66191186,26.83487032,23.11340614,
Philippines,PHL,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.70719856,14.0269824,14.20697806,13.94199302,,,,,,,15.70434548,16.37615976,16.23981825,16.30398793,15.24835859,16.50757815,14.57462912,13.88809377,13.58159941,14.50948568,13.79368894,13.52119066,13.54548137,13.207152,12.82164777,13.47674112,13.43514901,13.61315757,14.21255932,14.83598371,19.56030292,19.13922922,18.61006701
Poland,POL,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.97528721,42.02892251,47.7579145,40.61754902,39.22052765,38.70428298,38.31630111,39.84630503,39.70923919,40.62801009,37.99372194,37.06143176,36.79367813,35.1434264,35.94192775,36.81631166,36.91584029,35.06118852,35.26199838,36.07573893,35.26215135,34.33798488,35.03136458,34.49677576,33.37916752,34.19408938,40.94047411,37.43287544,
Portugal,PRT,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,23.71838777,25.93066929,,26.15826446,25.97662559,27.36803861,29.58128,29.07991424,30.80408502,29.51208632,33.5760831,33.6617596,30.13159489,29.79354259,31.15377552,32.32229974,34.73090273,35.87915446,37.24130701,34.97051939,36.77798125,36.79714844,35.83912337,37.24795388,37.09034044,37.25282775,38.08935708,38.54255765,39.82080986,40.4098446,41.39998331,40.114541,39.26316598,40.30294594,43.6779217,43.95590033,44.27092625,44.19802045,45.37380226,47.435428,43.75637012,41.12992961,41.41690714,39.10418576,38.51762956,44.44735146,42.55624595,
Puerto Rico,PRI,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,ROU,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,39.78515312,31.81330767,27.50487837,28.82980027,41.54373089,42.4326258,40.62832801,36.58809802,39.99625,33.34421261,32.89078452,38.24819213,29.89843181,29.7690932,27.62068694,26.88953871,29.88615731,31.88336481,34.30534191,34.3930182,33.16273594,31.80916981,31.5166509,31.17697086,31.03064576,31.46693951,32.79392029,32.04803842,34.99724239,34.83769275,33.65641848,32.29728135,32.0272912,32.44298947,33.01381137,32.22530449,31.5967679,32.54017012,33.47312536,37.86368423,36.89673396,
Russian Federation,RUS,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.04789194,11.56404931,,,25.04153637,20.2861006,21.1628915,22.7585313,22.53524768,23.04630639,21.57384267,19.94809986,19.50054141,23.00653269,21.53216676,32.10897472,27.377239,23.34996839,24.19585513,24.60618998,26.46175398,30.64765052,31.02844675,30.71030517,28.94414784,29.61402978,35.29981859,30.65366791,
